,client,recency_segment,frequency_segment,monetary_segment,segments,segments_numeric,frequency,recency,monetary
1314,u_116017,2,3,2,need attention,5,839.0,995,42.03
1315,u_116051,3,2,2,promising,4,1222.0,747,40.33
1316,u_116058,4,2,4,others,11,1081.0,515,23.39
1317,u_116065,5,1,5,new customers,3,1568.0,48,19.595
1318,u_116082,3,2,4,others,11,947.0,723,26.2125
1319,u_116095,2,3,2,need attention,5,597.0,1301,37.21
1320,u_116122,4,1,1,promising,4,1487.0,365,47.1325
1321,u_116139,3,4,3,loyal customers,1,337.0,848,33.6625
1322,u_116152,4,4,3,loyal customers,1,480.0,489,30.439999999999998
1323,u_11616,2,4,1,others,11,428.0,1061,44.1075
1324,u_116198,4,4,2,potential loyalist,2,483.0,506,36.435
1325,u_116203,1,5,4,lost,10,142.0,1322,22.785
1326,u_116221,5,4,5,loyal customers,1,375.5,98,12.618333333333332
1327,u_116257,4,4,4,loyal customers,1,437.0,429,21.935
1328,u_116268,5,2,3,new customers,3,1167.0,221,33.5125
1329,u_116277,5,1,5,new customers,3,1636.0,68,20.115000000000002
1330,u_116294,2,3,4,at risk,7,818.0,1080,25.695
1331,u_116308,1,4,4,lost,10,281.0,1663,26.567500000000003
1332,u_116330,3,3,3,loyal customers,1,667.0,684,28.04
1333,u_116383,4,3,1,others,11,611.0,530,45.099999999999994
1334,u_116402,4,1,4,others,11,1440.0,484,26.6575
1335,u_116416,4,1,4,others,11,1632.0,322,25.57
1336,u_116427,2,3,3,need attention,5,603.0,1229,29.265
1337,u_116430,1,5,2,lost,10,212.0,1444,36.8625
1338,u_116453,3,4,3,loyal customers,1,462.0,699,27.75
1339,u_116486,5,1,5,new customers,3,1482.0,6,19.322499999999998
1340,u_116488,3,3,5,loyal customers,1,698.0,682,14.0075
1341,u_116497,3,5,4,loyal customers,1,193.0,780,23.2725
1342,u_116500,3,3,4,loyal customers,1,652.0,753,26.6075
1343,u_116507,2,5,3,at risk,7,242.0,985,29.354999999999997
1344,u_116520,2,3,4,at risk,7,815.0,1021,23.235
1345,u_116524,5,1,2,new customers,3,1499.0,11,34.379999999999995
1346,u_116536,3,3,4,loyal customers,1,831.0,852,20.7675
1347,u_116558,5,2,5,new customers,3,1227.0,97,13.4425
1348,u_116604,5,3,4,loyal customers,1,808.5,265,27.458333333333332
1349,u_116608,5,3,1,others,11,886.0,31,44.7575
1350,u_116612,4,4,3,loyal customers,1,487.0,317,30.015
1351,u_116624,1,4,4,lost,10,279.0,1498,22.145
1352,u_116627,5,2,5,new customers,3,1060.0,146,8.58
1353,u_11664,4,3,2,potential loyalist,2,718.0,289,35.45
1354,u_11665,3,2,3,need attention,5,1152.0,795,33.695
1355,u_116659,5,2,2,new customers,3,1211.0,181,37.7
1356,u_116680,5,3,3,loyal customers,1,902.0,145,32.946666666666665
1357,u_116682,4,4,1,others,11,506.0,489,42.8875
1358,u_116683,1,5,5,can`t lose them,8,171.0,1515,16.9925
1359,u_116693,3,5,2,potential loyalist,2,246.0,845,38.207499999999996
1360,u_116713,2,4,4,at risk,7,473.0,1234,26.6875
1361,u_116720,5,2,2,new customers,3,931.0,9,38.5075
1362,u_116725,1,5,1,lost,10,138.0,1689,56.9275
1363,u_116726,1,5,5,can`t lose them,8,31.0,1831,16.567500000000003
1364,u_116727,4,5,4,loyal customers,1,104.0,340,24.105
1365,u_116732,5,4,1,others,11,379.0,223,49.0625
1366,u_116738,3,2,4,others,11,938.0,744,22.92
1367,u_11675,4,5,3,loyal customers,1,138.0,389,27.737499999999997
1368,u_116761,4,4,2,potential loyalist,2,377.0,541,35.685
1369,u_116778,3,2,3,need attention,5,1062.0,769,27.972499999999997
1370,u_116787,2,4,3,at risk,7,494.0,1283,33.275000000000006
1371,u_116803,4,4,4,loyal customers,1,334.0,516,22.9125
1372,u_116835,3,2,2,promising,4,932.0,678,38.692499999999995
1373,u_116837,4,3,4,loyal customers,1,612.0,483,25.64833333333333
1374,u_116851,1,5,3,lost,10,264.0,1489,33.885000000000005
1375,u_116868,4,4,3,loyal customers,1,357.0,326,28.485
1376,u_1169,4,1,3,others,11,1537.0,364,33.0
1377,u_116900,1,4,5,lost,10,437.0,1469,18.245
1378,u_116906,5,3,3,loyal customers,1,739.0,149,32.087500000000006
1379,u_116911,2,3,2,need attention,5,797.0,973,42.417500000000004
1380,u_116912,1,4,3,lost,10,404.0,1520,28.2625
1381,u_11692,3,3,4,loyal customers,1,690.0,704,23.747500000000002
1382,u_116929,2,3,1,others,11,678.0,942,43.495000000000005
1383,u_116932,5,1,4,new customers,3,1869.0,84,26.8075
1384,u_116937,1,5,3,lost,10,178.0,1565,30.55666666666667
1385,u_116953,3,3,4,loyal customers,1,659.0,674,26.265
1386,u_11696,3,3,3,loyal customers,1,814.0,680,30.707500000000003
1387,u_116977,5,3,4,loyal customers,1,767.0,244,26.0075
1388,u_116990,2,4,4,at risk,7,324.0,1082,25.918333333333333
1389,u_116991,1,5,5,can`t lose them,8,239.0,1540,18.5575
1390,u_116999,3,2,5,others,11,1310.0,638,20.0175
1391,u_117012,5,3,1,others,11,632.0,194,53.197500000000005
1392,u_117026,3,3,2,potential loyalist,2,819.0,681,36.95
1393,u_117031,5,1,3,new customers,3,1360.0,229,29.68
1394,u_117038,5,5,4,loyal customers,1,101.0,74,26.6425
1395,u_117039,2,3,4,at risk,7,887.0,1084,24.67
1396,u_11704,4,3,3,loyal customers,1,598.0,290,27.6925
1397,u_117044,3,2,2,promising,4,1155.0,794,40.655
1398,u_117046,4,4,4,loyal customers,1,349.0,350,27.417499999999997
1399,u_117084,5,2,4,new customers,3,939.0,220,24.7625
1400,u_11710,5,4,4,loyal customers,1,413.0,266,21.9925
1401,u_117109,4,2,1,promising,4,947.0,518,44.095
1402,u_117136,4,3,4,loyal customers,1,719.0,511,22.16
1403,u_117178,4,2,3,others,11,1285.0,325,30.905
1404,u_117182,3,4,3,loyal customers,1,303.5,888,30.473333333333333
1405,u_117187,3,2,3,need attention,5,1057.0,698,32.8475
1406,u_117193,3,3,4,loyal customers,1,802.0,627,21.0325
1407,u_117203,5,2,3,new customers,3,1056.0,11,32.5575
1408,u_11722,3,2,4,others,11,994.0,913,23.1875
1409,u_117226,3,4,4,loyal customers,1,383.0,673,20.515
1410,u_117229,5,3,4,loyal customers,1,878.0,47,24.08
1411,u_117230,5,1,4,new customers,3,1628.0,29,27.287499999999998
1412,u_117232,2,4,4,at risk,7,335.0,998,25.3575
1413,u_117237,2,4,4,at risk,7,282.0,1161,25.125
1414,u_117238,3,3,3,loyal customers,1,780.0,913,28.497500000000002
1415,u_117247,4,2,3,others,11,1250.0,588,32.317499999999995
1416,u_117261,4,4,4,loyal customers,1,553.0,506,20.645
1417,u_117262,3,5,3,loyal customers,1,99.0,888,32.9475
1418,u_117266,3,4,1,others,11,501.0,794,46.325
1419,u_117281,4,3,2,potential loyalist,2,795.0,556,36.8475
1420,u_1173,1,5,4,lost,10,136.0,1669,23.87
1421,u_117303,5,3,4,loyal customers,1,735.0,52,25.813333333333333
1422,u_117305,5,5,5,champions,0,147.0,31,17.252499999999998
1423,u_117321,4,2,4,others,11,1005.0,484,26.7975
1424,u_117350,2,4,4,at risk,7,413.0,1277,24.89
1425,u_117368,2,3,4,at risk,7,677.0,1202,21.0975
1426,u_117383,3,5,4,loyal customers,1,202.0,853,23.635
1427,u_117414,2,3,5,at risk,7,714.0,1071,9.7725
1428,u_117417,2,5,5,at risk,7,18.0,1183,19.4
1429,u_117431,3,4,3,loyal customers,1,355.0,734,30.323333333333334
1430,u_117443,1,5,2,lost,10,264.0,1330,38.20166666666666
1431,u_117458,4,3,4,loyal customers,1,683.0,505,24.55
1432,u_117461,5,5,5,champions,0,48.0,0,19.2925
1433,u_117491,4,4,4,loyal customers,1,505.0,293,22.3275
1434,u_117499,5,4,3,loyal customers,1,402.0,224,33.8375
1435,u_117511,4,5,5,loyal customers,1,109.0,564,15.2725
1436,u_117557,2,2,2,need attention,5,937.0,1012,37.3675
1437,u_117561,1,5,3,lost,10,143.0,1357,30.545
1438,u_117563,5,3,4,loyal customers,1,919.0,104,23.405
1439,u_117566,1,4,4,lost,10,333.0,1522,23.802500000000002
1440,u_117589,5,2,2,new customers,3,1229.0,241,37.3125
1441,u_117593,1,4,4,lost,10,316.0,1368,21.935000000000002
1442,u_117599,3,3,5,loyal customers,1,638.0,827,18.325
1443,u_117620,4,4,5,loyal customers,1,320.0,532,17.5125
1444,u_117630,4,3,5,loyal customers,1,815.0,362,17.48
1445,u_117651,4,1,5,others,11,1429.0,518,18.450000000000003
1446,u_117652,5,3,2,potential loyalist,2,696.0,96,39.795
1447,u_117658,4,5,4,loyal customers,1,45.0,486,22.332500000000003
1448,u_117681,1,5,4,lost,10,100.0,1455,25.224999999999998
1449,u_117697,4,3,5,loyal customers,1,880.0,538,14.79
1450,u_1177,5,1,2,new customers,3,1402.0,99,37.160000000000004
1451,u_117727,3,3,3,loyal customers,1,863.0,847,29.2725
1452,u_117728,3,4,2,potential loyalist,2,311.0,697,37.957499999999996
1453,u_117731,5,4,5,loyal customers,1,358.0,182,18.442500000000003
1454,u_117742,2,4,3,at risk,7,499.0,1021,33.6025
1455,u_117751,4,1,1,promising,4,1393.0,436,55.0975
1456,u_117758,5,1,2,new customers,3,1677.0,53,39.712500000000006
1457,u_117782,4,2,3,others,11,934.0,437,29.14
1458,u_117784,5,2,5,new customers,3,1293.0,266,19.34
1459,u_117792,2,5,2,others,11,8.0,1037,39.49250000000001
1460,u_117808,5,2,2,new customers,3,1311.0,154,36.3625
1461,u_11781,4,3,2,potential loyalist,2,649.0,369,36.065
1462,u_117825,1,5,3,lost,10,183.0,1334,29.67
1463,u_117846,5,3,5,loyal customers,1,679.0,57,18.523333333333333
1464,u_117865,4,1,5,others,11,1562.0,288,17.3575
1465,u_117870,1,5,1,lost,10,113.0,1694,48.9525
1466,u_117875,3,2,2,promising,4,1139.0,696,40.1425
1467,u_117881,2,3,3,need attention,5,612.0,1261,31.86
1468,u_117908,4,2,5,others,11,1321.0,491,10.09
1469,u_11792,5,3,1,others,11,804.0,181,50.815
1470,u_117920,5,1,4,new customers,3,1577.0,174,24.6475
1471,u_117922,2,4,4,at risk,7,476.0,1161,24.9325
1472,u_117925,5,3,5,loyal customers,1,645.0,252,19.810000000000002
1473,u_117931,3,4,2,potential loyalist,2,409.0,914,40.1375
1474,u_117943,3,3,1,others,11,884.0,772,44.4625
1475,u_117955,4,2,4,others,11,992.0,312,23.8575
1476,u_117960,2,3,2,need attention,5,765.0,1037,38.165
1477,u_117962,4,4,2,potential loyalist,2,404.0,320,42.2775
1478,u_117963,5,2,3,new customers,3,1219.0,173,28.939999999999998
1479,u_117976,3,2,3,need attention,5,1297.0,601,28.737499999999997
1480,u_117982,4,2,4,others,11,1193.0,513,26.950000000000003
1481,u_118003,3,3,5,loyal customers,1,619.0,773,17.3625
1482,u_118029,4,3,3,loyal customers,1,659.0,507,28.635
1483,u_118034,4,2,5,others,11,1178.0,337,17.615000000000002
1484,u_118042,5,1,5,new customers,3,1458.0,96,17.6825
1485,u_118058,4,3,5,loyal customers,1,883.0,466,20.075
1486,u_118065,4,5,4,loyal customers,1,151.0,456,26.012500000000003
1487,u_118066,5,5,4,loyal customers,1,146.0,144,24.957500000000003
1488,u_118071,4,3,5,loyal customers,1,677.5,589,18.911666666666665
1489,u_118097,2,5,5,at risk,7,270.0,1098,11.985
1490,u_118100,3,4,3,loyal customers,1,297.0,781,28.886666666666667
1491,u_118122,2,4,5,at risk,7,321.0,978,16.7
1492,u_118135,2,4,4,at risk,7,476.0,1254,25.310000000000002
1493,u_118140,3,3,3,loyal customers,1,888.0,700,32.19
1494,u_118148,1,5,3,lost,10,170.0,1466,30.68
1495,u_118163,3,4,2,potential loyalist,2,385.0,722,36.295
1496,u_11819,2,3,1,others,11,803.0,1056,62.760000000000005
1497,u_118209,4,4,1,others,11,287.0,581,43.815
1498,u_118236,5,3,4,loyal customers,1,692.0,245,26.575
1499,u_118239,4,3,4,loyal customers,1,782.0,408,26.1875
1500,u_118241,3,2,2,promising,4,1156.0,676,37.0525
1501,u_118266,4,2,2,promising,4,1286.0,325,39.7475
1502,u_118300,4,5,2,potential loyalist,2,200.5,510,34.72666666666667
1503,u_118323,5,1,4,new customers,3,1627.0,130,24.7775
1504,u_118326,4,4,3,loyal customers,1,317.5,517,28.123333333333335
1505,u_118331,3,2,1,promising,4,978.0,681,43.765
1506,u_118335,4,1,4,others,11,1355.0,290,26.802500000000002
1507,u_11835,5,5,5,champions,0,74.0,168,18.9125
1508,u_118366,1,5,1,lost,10,73.0,1522,43.8
1509,u_11840,4,5,1,others,11,139.0,489,42.6875
1510,u_118408,3,4,3,loyal customers,1,284.0,633,28.43
1511,u_118418,1,4,4,lost,10,353.0,1476,24.6575
1512,u_118422,5,1,4,new customers,3,1634.0,219,21.84
1513,u_11844,5,1,3,new customers,3,1701.0,171,29.28
1514,u_118441,2,3,1,others,11,696.0,968,43.31
1515,u_118444,2,5,4,at risk,7,158.0,1310,24.1225
1516,u_118471,4,2,4,others,11,1032.0,362,26.9525
1517,u_118501,5,2,4,new customers,3,1199.0,170,25.3925
1518,u_118528,4,5,3,loyal customers,1,116.0,293,30.25
1519,u_118534,2,4,1,others,11,278.0,1163,51.485
1520,u_118543,3,5,4,loyal customers,1,99.0,609,25.07
1521,u_118556,2,4,4,at risk,7,357.0,1203,24.345
1522,u_118567,2,3,1,others,11,727.0,962,43.315
1523,u_118589,4,2,4,others,11,972.0,362,24.8525
1524,u_118597,5,2,5,new customers,3,983.0,27,9.8725
1525,u_118605,2,5,2,others,11,161.0,1162,34.5225
1526,u_118607,1,5,4,lost,10,189.0,1526,26.472499999999997
1527,u_118612,3,3,5,loyal customers,1,614.0,925,16.3725
1528,u_118630,5,4,1,others,11,495.0,224,50.7
1529,u_118657,4,4,4,loyal customers,1,384.0,484,21.52
1530,u_118667,4,2,3,others,11,1296.0,579,32.585
1531,u_118683,5,1,3,new customers,3,1686.0,7,28.525
1532,u_118687,2,3,3,need attention,5,744.0,969,30.0175
1533,u_11869,5,2,2,new customers,3,941.0,240,37.620000000000005
1534,u_118696,1,5,4,lost,10,210.0,1665,23.7275
1535,u_118721,5,2,3,new customers,3,1010.0,168,31.9525
1536,u_118727,3,2,4,others,11,1130.0,817,26.005000000000003
1537,u_118754,5,2,3,new customers,3,1288.0,249,28.087500000000002
1538,u_118756,5,1,1,new customers,3,1707.0,2,51.582499999999996
1539,u_118767,5,1,3,new customers,3,1494.0,270,28.455
1540,u_118775,5,3,1,others,11,735.0,115,53.3525
1541,u_118801,4,3,3,loyal customers,1,747.0,289,28.76
1542,u_118820,4,2,3,others,11,1290.0,566,33.015
1543,u_118865,3,5,5,loyal customers,1,139.0,797,18.835
1544,u_118870,2,5,1,others,11,225.0,975,48.54
1545,u_118884,5,3,2,potential loyalist,2,803.0,10,34.278333333333336
1546,u_118887,4,4,1,others,11,495.0,346,43.0275
1547,u_118890,3,3,3,loyal customers,1,897.0,770,34.1075
1548,u_118894,2,4,4,at risk,7,405.0,1228,22.6925
1549,u_118895,1,5,2,lost,10,127.0,1394,40.3675
1550,u_1189,5,4,4,loyal customers,1,467.0,218,26.747500000000002
1551,u_11892,5,3,4,loyal customers,1,881.0,153,20.93
1552,u_11895,4,2,2,promising,4,1124.0,471,35.545
1553,u_118959,5,1,2,new customers,3,1710.0,241,38.8475
1554,u_118965,4,5,2,potential loyalist,2,73.0,542,35.004999999999995
1555,u_118971,4,4,5,loyal customers,1,484.0,316,15.79
1556,u_118974,2,4,2,others,11,381.0,1035,38.894999999999996
1557,u_118983,2,5,2,others,11,165.0,1204,40.92
1558,u_118993,3,4,5,loyal customers,1,380.0,606,18.675
1559,u_119033,5,4,3,loyal customers,1,387.0,129,28.8475
1560,u_119061,4,2,4,others,11,968.0,360,23.09
1561,u_119064,4,3,4,loyal customers,1,813.0,580,26.2875
1562,u_119070,3,5,5,loyal customers,1,261.0,613,18.3525
1563,u_119111,3,2,2,promising,4,1244.0,611,36.3375
1564,u_119118,4,2,3,others,11,984.0,483,28.37
1565,u_119182,3,4,3,loyal customers,1,291.0,748,29.804999999999996
1566,u_119221,5,3,4,loyal customers,1,805.0,108,27.22
1567,u_119224,1,5,3,lost,10,159.0,1332,33.9825
1568,u_119229,4,3,5,loyal customers,1,768.0,577,9.395
1569,u_119238,3,5,3,loyal customers,1,83.0,913,29.9375
1570,u_119243,2,5,5,at risk,7,195.0,1032,14.447500000000002
1571,u_119248,3,4,4,loyal customers,1,306.0,681,20.6825
1572,u_11926,5,3,4,loyal customers,1,622.0,13,26.335
1573,u_119263,2,4,3,at risk,7,380.0,1036,30.4375
1574,u_119273,5,3,4,loyal customers,1,880.0,13,23.049999999999997
1575,u_119280,2,4,2,others,11,350.0,1210,36.0125
1576,u_119283,5,2,1,new customers,3,1230.0,236,44.417500000000004
1577,u_119309,5,4,3,loyal customers,1,419.5,194,27.80666666666666
1578,u_119312,2,5,4,at risk,7,196.5,1084,22.305
1579,u_119319,5,1,2,new customers,3,1343.0,194,34.59
1580,u_119333,1,5,2,lost,10,165.0,1641,40.8125
1581,u_119360,5,1,3,new customers,3,1490.0,74,31.877499999999998
1582,u_119363,2,4,3,at risk,7,570.0,1043,30.1675
1583,u_119364,5,3,3,loyal customers,1,623.0,194,29.365000000000002
1584,u_119377,4,1,3,others,11,1435.0,364,32.03
1585,u_119397,1,4,3,lost,10,483.0,1370,30.552500000000002
1586,u_119401,1,5,4,lost,10,109.0,1370,27.2125
1587,u_119403,4,3,4,loyal customers,1,651.0,337,21.1475
1588,u_119407,5,3,4,loyal customers,1,616.0,219,21.8625
1589,u_119487,2,3,3,need attention,5,647.0,987,32.6525
1590,u_119490,5,1,4,new customers,3,1608.0,145,20.84
1591,u_119496,1,5,1,lost,10,86.0,1445,53.0975
1592,u_119500,3,3,3,loyal customers,1,641.0,827,34.1675
1593,u_119512,3,4,4,loyal customers,1,424.0,727,26.28833333333333
1594,u_11952,2,3,3,need attention,5,695.0,997,32.83
1595,u_119527,4,4,5,loyal customers,1,289.0,550,13.505
1596,u_119543,4,5,4,loyal customers,1,239.0,289,25.795
1597,u_119558,5,3,3,loyal customers,1,755.0,147,33.56
1598,u_119562,3,3,4,loyal customers,1,795.0,701,25.3175
1599,u_119570,3,5,2,potential loyalist,2,252.0,683,34.8125
1600,u_119589,4,2,3,others,11,1071.0,444,31.2
1601,u_119596,2,5,1,others,11,157.0,1107,43.028333333333336
1602,u_119599,5,1,4,new customers,3,1417.0,194,22.9525
1603,u_119602,5,4,5,loyal customers,1,390.0,9,20.134999999999998
1604,u_119604,2,3,2,need attention,5,587.0,1058,34.635
1605,u_119632,1,5,3,lost,10,101.0,1565,29.197499999999998
1606,u_119643,2,4,3,at risk,7,507.0,1178,31.667499999999997
1607,u_119655,4,4,4,loyal customers,1,455.0,459,21.01
1608,u_119681,3,2,3,need attention,5,1042.0,879,33.2625
1609,u_119686,5,4,5,loyal customers,1,380.0,219,16.927500000000002
1610,u_119707,4,3,1,others,11,653.0,480,45.315
1611,u_119723,4,2,5,others,11,1219.0,488,16.285
1612,u_119729,4,2,3,others,11,1036.0,510,31.55
1613,u_11973,4,4,5,loyal customers,1,529.0,434,15.905000000000001
1614,u_119773,3,3,4,loyal customers,1,746.0,779,21.575
1615,u_119781,5,3,4,loyal customers,1,873.0,267,25.075
1616,u_119784,2,3,4,at risk,7,916.0,1017,27.0775
1617,u_119802,1,4,1,lost,10,385.0,1562,45.935
1618,u_119843,4,3,2,potential loyalist,2,617.0,561,37.805
1619,u_119853,1,5,3,lost,10,12.0,1539,28.119999999999997
1620,u_119860,5,5,5,champions,0,167.0,153,16.105
1621,u_119904,2,3,3,need attention,5,782.0,1152,27.555
1622,u_119919,5,3,3,loyal customers,1,887.0,63,29.68
1623,u_119951,3,2,5,others,11,953.0,803,18.152500000000003
1624,u_119988,4,5,3,loyal customers,1,12.0,348,32.0225
1625,u_119989,5,1,3,new customers,3,1436.0,27,32.9925
1626,u_119993,4,2,4,others,11,1041.0,291,26.72
1627,u_12000,1,5,4,lost,10,254.0,1357,21.09
1628,u_120004,4,5,2,potential loyalist,2,118.0,459,36.315
1629,u_12001,5,5,5,champions,0,180.0,51,13.806666666666665
1630,u_120053,3,3,3,loyal customers,1,598.0,891,30.9225
1631,u_120105,3,3,4,loyal customers,1,752.0,770,23.28
1632,u_120120,4,4,3,loyal customers,1,314.0,360,28.625
1633,u_12013,5,3,1,others,11,746.5,168,45.37166666666667
1634,u_120138,5,2,3,new customers,3,1125.0,77,31.089999999999996
1635,u_120148,4,5,4,loyal customers,1,215.0,531,26.052500000000002
1636,u_120149,2,4,4,at risk,7,583.0,1085,26.425
1637,u_120156,5,1,3,new customers,3,1589.0,206,32.17
1638,u_120176,1,4,2,lost,10,293.0,1394,41.3
1639,u_120185,3,4,4,loyal customers,1,335.0,723,25.98
1640,u_120186,5,3,5,loyal customers,1,741.5,182,15.959999999999999
1641,u_120205,5,5,3,loyal customers,1,272.0,269,33.615
1642,u_120217,5,3,4,loyal customers,1,766.5,153,23.133333333333336
1643,u_120233,4,2,2,promising,4,1101.0,340,35.36
1644,u_120253,4,5,2,potential loyalist,2,117.0,512,40.614999999999995
1645,u_120261,2,4,3,at risk,7,580.0,1081,28.5475
1646,u_120277,5,3,2,potential loyalist,2,877.5,48,34.955000000000005
1647,u_120285,5,2,4,new customers,3,1146.0,5,24.625
1648,u_12029,3,4,2,potential loyalist,2,310.0,629,39.09
1649,u_120293,5,4,4,loyal customers,1,436.0,79,26.380000000000003
1650,u_120305,3,3,3,loyal customers,1,791.0,697,30.990000000000002
1651,u_120322,3,4,2,potential loyalist,2,404.0,796,37.035
1652,u_120342,5,5,5,champions,0,148.0,175,20.32
1653,u_120368,2,4,4,at risk,7,405.0,1179,20.9275
1654,u_120375,4,3,4,loyal customers,1,754.0,362,22.1025
1655,u_120377,4,4,3,loyal customers,1,403.0,514,31.7675
1656,u_12038,3,4,4,loyal customers,1,516.0,876,20.96
1657,u_120385,5,4,3,loyal customers,1,560.6666666666666,267,30.7275
1658,u_12040,5,4,1,others,11,415.0,85,47.413333333333334
1659,u_120416,3,5,3,loyal customers,1,97.5,864,30.60166666666667
1660,u_120427,2,3,2,need attention,5,615.0,1012,35.54
1661,u_120429,3,5,5,loyal customers,1,14.0,852,18.795
1662,u_120451,4,2,5,others,11,964.0,432,16.6725
1663,u_120466,5,4,4,loyal customers,1,535.6666666666666,147,22.19375
1664,u_12048,5,5,4,loyal customers,1,25.0,154,26.270000000000003
1665,u_120531,4,5,5,loyal customers,1,112.0,491,15.325
1666,u_120542,3,3,2,potential loyalist,2,708.0,828,34.4975
1667,u_120547,2,3,2,need attention,5,646.0,1203,38.2675
1668,u_120548,5,5,4,loyal customers,1,263.0,85,25.17
1669,u_120550,2,3,3,need attention,5,704.0,1129,28.0025
1670,u_12056,4,3,3,loyal customers,1,783.0,348,28.77
1671,u_12058,5,4,5,loyal customers,1,324.0,13,17.4175
1672,u_120590,3,2,2,promising,4,1225.0,625,34.66
1673,u_120593,4,1,4,others,11,1564.0,384,22.735
1674,u_120594,2,4,4,at risk,7,424.0,1184,26.96
1675,u_120606,4,3,2,potential loyalist,2,741.0,283,41.89
1676,u_120619,2,4,3,at risk,7,475.0,1085,29.01
1677,u_120623,3,3,3,loyal customers,1,610.0,726,32.089999999999996
1678,u_120654,3,3,2,potential loyalist,2,665.0,637,40.998333333333335
1679,u_120675,2,4,1,others,11,287.0,940,51.5025
1680,u_120750,3,5,4,loyal customers,1,117.0,799,25.16
1681,u_120752,4,4,3,loyal customers,1,469.0,457,29.01
1682,u_120758,1,5,4,lost,10,46.0,1450,23.942500000000003
1683,u_120759,5,4,3,loyal customers,1,367.0,121,29.947499999999998
1684,u_12076,2,4,3,at risk,7,296.5,1040,29.948333333333334
1685,u_120765,1,5,4,lost,10,213.0,1611,22.755000000000003
1686,u_120771,2,4,4,at risk,7,402.0,946,25.58
1687,u_120778,4,5,4,loyal customers,1,166.0,292,23.61
1688,u_12078,1,5,3,lost,10,265.0,1329,29.320000000000004
1689,u_120780,5,1,3,new customers,3,1656.0,121,30.895
1690,u_120801,3,2,3,need attention,5,986.0,684,30.235
1691,u_120828,2,4,2,others,11,503.0,1084,35.39
1692,u_120830,1,5,3,lost,10,50.0,1656,28.195
1693,u_120838,3,4,3,loyal customers,1,568.5,721,34.13166666666667
1694,u_120886,4,3,3,loyal customers,1,725.0,460,32.855000000000004
1695,u_120894,5,1,4,new customers,3,1847.0,73,22.7125
1696,u_120895,2,2,4,others,11,978.0,1011,26.97
1697,u_120912,2,4,2,others,11,388.0,1143,40.415
1698,u_120920,3,5,2,potential loyalist,2,107.0,891,37.04
1699,u_120928,5,1,4,new customers,3,1484.0,220,23.6525
1700,u_120949,4,4,5,loyal customers,1,432.0,339,20.173333333333336
1701,u_121000,4,5,3,loyal customers,1,143.0,345,31.745
1702,u_12101,4,2,3,others,11,970.0,532,30.075
1703,u_121017,2,3,3,need attention,5,803.0,1164,32.605000000000004
1704,u_121032,4,3,3,loyal customers,1,863.0,487,34.0
1705,u_121041,3,5,4,loyal customers,1,28.0,820,24.0575
1706,u_121049,1,5,5,can`t lose them,8,114.0,1834,10.032499999999999
1707,u_121056,2,5,4,at risk,7,90.0,1207,22.685
1708,u_12111,3,5,5,loyal customers,1,207.0,853,19.4075
1709,u_121111,1,5,2,lost,10,190.0,1612,38.765
1710,u_121127,4,4,3,loyal customers,1,277.0,326,31.9125
1711,u_121132,4,4,5,loyal customers,1,508.5,446,19.958333333333332
1712,u_121144,2,4,4,at risk,7,347.5,1106,24.289999999999996
1713,u_121152,4,4,1,others,11,307.0,292,43.68
1714,u_121157,4,5,4,loyal customers,1,177.0,315,25.1175
1715,u_121160,2,4,4,at risk,7,287.0,1190,22.4025
1716,u_121169,4,3,3,loyal customers,1,668.0,289,34.075
1717,u_121176,5,2,5,new customers,3,1157.0,171,12.282499999999999
1718,u_121182,5,4,3,loyal customers,1,525.0,161,30.805
1719,u_121194,4,3,3,loyal customers,1,883.0,322,29.177500000000002
1720,u_12120,5,1,2,new customers,3,1852.0,4,41.605000000000004
1721,u_121220,5,2,3,new customers,3,1078.0,29,33.7325
1722,u_121284,3,2,2,promising,4,979.0,775,36.53
1723,u_121309,1,5,1,lost,10,22.0,1332,57.3925
1724,u_121311,3,2,5,others,11,968.0,811,17.745
1725,u_121320,2,4,2,others,11,515.0,1179,37.557500000000005
1726,u_121321,5,2,2,new customers,3,1311.0,230,35.885000000000005
1727,u_121338,4,5,4,loyal customers,1,63.0,462,24.536666666666665
1728,u_121346,5,3,1,others,11,606.0,121,42.697500000000005
1729,u_121358,1,4,4,lost,10,277.0,1669,27.37
1730,u_121359,5,3,3,loyal customers,1,709.0,36,32.7125
1731,u_121398,5,4,3,loyal customers,1,450.0,173,30.259999999999998
1732,u_121404,4,4,2,potential loyalist,2,489.5,533,36.955000000000005
1733,u_121410,5,4,5,loyal customers,1,523.0,83,15.921666666666665
1734,u_121416,5,5,4,loyal customers,1,138.0,14,26.28
1735,u_121420,2,4,4,at risk,7,311.5,1129,26.701666666666668
1736,u_121427,2,4,1,others,11,392.0,1275,49.480000000000004
1737,u_121450,5,2,3,new customers,3,1255.0,197,29.3325
1738,u_121475,5,1,3,new customers,3,1838.0,111,32.980000000000004
1739,u_121476,5,4,2,potential loyalist,2,383.0,53,38.965
1740,u_121477,2,4,2,others,11,490.0,1179,36.46
1741,u_121483,1,5,3,lost,10,66.0,1569,30.104999999999997
1742,u_12149,4,3,3,loyal customers,1,693.0,294,28.987499999999997
1743,u_121491,1,4,2,lost,10,510.0,1465,35.2725
